File,Start Line,End Line,Api,Type,Tips
model.py,375,375,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,375,375,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,375,375,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,375,375,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,375,375,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,375,375,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,375,375,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,376,376,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,376,376,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,376,376,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,376,376,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,376,376,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,376,376,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,376,376,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,376,376,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,376,376,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,376,376,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,376,376,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,376,376,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,377,377,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,377,377,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,377,377,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,377,377,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,377,377,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,377,377,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,377,377,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,377,377,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,377,377,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,377,377,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,377,377,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,377,377,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,378,378,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,378,378,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,378,378,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,378,378,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,378,378,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,378,378,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,378,378,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,378,378,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,378,378,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,378,378,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,378,378,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,378,378,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,379,379,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,379,379,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,379,379,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,379,379,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,379,379,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,379,379,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,379,379,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,379,379,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,379,379,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,379,379,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,379,379,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,379,379,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,380,380,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,380,380,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,380,380,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,380,380,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,380,380,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,380,380,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,380,380,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,380,380,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,380,380,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,380,380,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,380,380,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,380,380,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,381,381,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,381,381,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,381,381,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,381,381,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,381,381,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,381,381,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,381,381,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,381,381,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,381,381,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,381,381,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,381,381,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,381,381,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,382,382,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,382,382,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,382,382,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,382,382,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,382,382,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,382,382,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,382,382,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,382,382,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,382,382,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,382,382,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,382,382,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,382,382,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,383,383,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,383,383,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,383,383,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,383,383,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,383,383,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,383,383,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,383,383,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,383,383,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,383,383,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,383,383,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,383,383,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,383,383,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,384,384,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,384,384,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,384,384,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,384,384,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,384,384,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,384,384,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,384,384,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,384,384,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,384,384,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,384,384,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,384,384,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,384,384,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,385,385,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,385,385,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,385,385,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,385,385,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,385,385,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,385,385,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,385,385,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,385,385,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,385,385,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,385,385,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,385,385,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,385,385,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,386,386,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,386,386,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,386,386,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,386,386,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,386,386,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,386,386,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,386,386,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,386,386,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,386,386,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,386,386,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,386,386,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,386,386,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,387,387,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,387,387,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,387,387,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,387,387,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,387,387,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,387,387,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,387,387,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,387,387,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,387,387,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,387,387,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,387,387,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,387,387,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,388,388,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,388,388,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,388,388,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,388,388,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,388,388,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,388,388,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,388,388,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,388,388,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,388,388,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,388,388,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,388,388,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,388,388,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
model.py,389,389,torch.exp,SUPPORTED,"The corresponding api of ""torch.exp"" is ""mindspore.ops.Exp"", will be converted to ""x2ms_adapter.exp"" by x2mindspore."
model.py,389,389,torch.mm,SUPPORTED,"The corresponding api of ""torch.mm"" is ""mindspore.ops.MatMul"", will be converted to ""x2ms_adapter.mm"" by x2mindspore."
