File,Start Line,End Line,Api,Type,Tips
main.py,130,130,torch.no_grad,DELETED,"""torch.no_grad"" has no corresponding api in MindSpore, will be deleted by x2mindspore."
main.py,144,144,torch.no_grad,DELETED,"""torch.no_grad"" has no corresponding api in MindSpore, will be deleted by x2mindspore."
